messages,sender_labels,receiver_labels,speakers,receivers,absolute_message_index,relative_message_index,seasons,years,game_score,game_score_delta,players,game_id
so... if they are letting you into the black sea then why don't you support me into  Bulgaria and then I can support you into Constantinople?  they made a bad move in the first year so together we could take them out I believe pretty handily,True,True,austria,russia,676,11,Spring,1902,5,-1,"austria, russia",9
"For several reasons: If we take Bulgaria this season they're pushed back into Constantinople with the possibility of three units supporting and not even close to enough units for us to push through them. If we take Constantinople and Bulgaria simultaneously in Fall, we not only deprive them of an additional build, we also put ourselves in the position to destroy them in the next year completely.",True,False,russia,austria,679,12,Spring,1902,6,1,"austria, russia",9
"Hey, you cool? You're making a lot of aggressive moves here. I need you to chill out before you ruin the entire offensive. I told you well in advance of the end of the turn that I was tricking the Turks here and that we'd have you in Bulgaria by the end of this turn, why are you doing this?",True,NOANNOTATION,russia,austria,711,13,Fall,1902,6,1,"austria, russia",9
i didn't believe you.  if you really wanted to work with me there was no reason not to help me into bulgaria when i could have then leant my help in return.  all you had to do was move moscow into sevestapol and your fleet into black sea and we could have been golden.  when you told me you weren't going to help that said to me that this is a set up.  I am not sure where this leaves us but we could have been in a much stronger position,True,False,austria,russia,847,14,Fall,1902,5,-1,"austria, russia",9
"Are you serious? Did you even read what I sent to you? I told you that we were going to take Constantinople and Bulgaria in one fell swoop in the fall, take the Turks completely by surprise and have them annihilated before the next build phase; if the army in Bulgaria was knocked back to Constantinople we'd have another two years of maneuvering to knock them out ahead of us. You ruined that.",True,True,russia,austria,850,15,Fall,1902,6,1,"austria, russia",9
dude... look at the map/  that would not work.,True,False,austria,russia,851,16,Fall,1902,5,-1,"austria, russia",9
unless he was completely stupid there is no chance that could possibly have worked,True,False,austria,russia,852,17,Fall,1902,5,-1,"austria, russia",9
It literally did work! It would have worked like a charm if you hadn't messed it up! The Turks trust me implicitly! I could have landed in Constantinople and they'd have been taken entirely by surprise because they thought I was allied to them! I told you literally all of this,True,False,russia,austria,854,18,Fall,1902,6,1,"austria, russia",9
so you were trusting him not to do that as well even with his army sittin right in Arm,True,True,austria,russia,855,19,Fall,1902,5,-1,"austria, russia",9
"then at best you et the territory you wanted. i get nothing, and at worst he takes sevestopol from you because that is what he told me he was going to do",True,True,austria,russia,856,20,Fall,1902,5,-1,"austria, russia",9
no because if that was the case they wouldnt trust me and the would defend bulgaria,True,False,austria,russia,857,21,Fall,1902,5,-1,"austria, russia",9
sorry man ive played this too many times to know what was likely to happen in that situation,True,True,austria,russia,858,22,Fall,1902,5,-1,"austria, russia",9
"His army in Armenia is a feint, play fighting because he didn't want you and Italy to think that we were on the same side, which I specifically told you was happening because I needed you to fucking trust me when, for one turn, I supported the Turks to stay put to keep the subterfuge up. I was going to build in Sevastopol to prevent them coming toward me once the act fell, you were going to be 2:1 going into Bulgaria because the Italians were going to cut its only possible support. You were going to get Bulgaria, I'd get Constantinople, and the next season would see us wipe them out the rest of the way.",True,NOANNOTATION,russia,austria,859,23,Fall,1902,6,1,"austria, russia",9
again.  if he is trusting you then he is not trusting me.  which means you take the territory and I dont,True,True,austria,russia,860,24,Fall,1902,5,-1,"austria, russia",9
"Are you a fucking amateur? Greece+Serbia outnumbers Bulgaria, they can't get support from the Aegean because the Italians were going to cut that support, it was going to be a fucking walk-in victory with the added bonus of forcing that army to disband because I'd have parachuted into Constantinople.",True,NOANNOTATION,russia,austria,861,25,Fall,1902,6,1,"austria, russia",9
"I have the Turks practically taking marching orders from me, this was going to be the perfect offensive until you decided to go off script.",True,NOANNOTATION,russia,austria,863,26,Fall,1902,6,1,"austria, russia",9
"Whatever, it doesn't matter. We can get back on track; The Turks are going to go whole-hog on Greece, you'll have to support it to keep it. Remove yourself from Galicia away from my territory, regain my trust, and we'll restart from where we were Spring this year. If you don't, then you've got quite the situation on your hands. One that Austria never wins.",True,NOANNOTATION,russia,austria,869,27,Fall,1902,6,1,"austria, russia",9
the only way he can take greece is with your help,True,False,austria,russia,872,28,Fall,1902,5,-1,"austria, russia",9
which means why would i trust you and leave galicia,True,False,austria,russia,873,29,Fall,1902,5,-1,"austria, russia",9
there needs to be some sort of trade that might make things believeable between the 2 of us,True,False,austria,russia,874,30,Fall,1902,5,-1,"austria, russia",9
"He's assuming that you're going to use all your support on attacking Rumania and that Italy's going to make another play for the Eastern Med, obviously. In fact, it's not even possible for me to anything more than tangentially involved, and that's assuming that you were going to use your support from Serbia toward Greece anyways. I'm just telling you what he told me, if you want to criticize his tactics talk to him. 

What's this trade you're proposing?",False,True,russia,austria,875,31,Fall,1902,6,1,"austria, russia",9
"Quite frankly, since you're the one doing the betraying and I have thusfar told you literally nothing but the truth and tried to help you, I feel absolutely no need to give you much, but I'm curious about your proposal anyways.",False,True,russia,austria,876,32,Fall,1902,6,1,"austria, russia",9
No proposal then?,True,True,russia,austria,963,33,Fall,1902,6,1,"austria, russia",9
I was not home for the night.,True,True,austria,russia,1163,34,Fall,1902,5,-1,"austria, russia",9
"Ah, I see.",True,True,russia,austria,1164,35,Fall,1902,6,1,"austria, russia",9
well i am going to watch the caps hockey game.  I will be back after to see what you have to say.. but any suggestion will have to go along with you trusting me to leave my army in gal.  in exchange you would have to help me somehow and if the trust holds then next year i could move out of gal.  anyhow. i will be back on probably around 10:30p,True,False,austria,russia,1165,36,Fall,1902,5,-1,"austria, russia",9
out watching the caps vs bruins game with some friends,True,True,austria,russia,1166,37,Fall,1902,5,-1,"austria, russia",9
anyhow.  my suggestion was going to be I stay in gal for a turn and you support me into bulgaria with rum.  that still allows you to also take one of turkeys territories if he still trusts you.  if that happens I move out of gal next turn renewing the safe border and then we finish off turkey,True,False,austria,russia,1167,38,Fall,1902,5,-1,"austria, russia",9
we can still accomplish the same thing,True,False,austria,russia,1168,39,Fall,1902,5,-1,"austria, russia",9
im honestly not sure how we trust each other right now. it would be a leap on both our parts.,True,False,austria,russia,1169,40,Fall,1902,5,-1,"austria, russia",9
what are your thoughts?  I need to make moves and get some sleep!,True,True,austria,russia,1170,41,Fall,1902,5,-1,"austria, russia",9
Ill check messages in the morning before I make moves.  I need to get some sleep.  until later,True,True,austria,russia,1171,42,Fall,1902,5,-1,"austria, russia",9
"No. I did nothing to break your trust. You move out of Galicia or I won't deal with you. We made an agreement, I told you in advance of all my plans and you raised only minimal objections, before deciding to make moves to betray me. 

I won't be coerced into allowing you to break our very first agreement just because you didn't think hard enough about what I told you to see how it would work.",True,True,russia,austria,1172,43,Fall,1902,6,1,"austria, russia",9
i wrote that since it didn't seem like you were responding.,True,True,austria,russia,1173,44,Fall,1902,5,-1,"austria, russia",9
i will move out of galecia,True,True,austria,russia,1174,45,Fall,1902,5,-1,"austria, russia",9
"Alright, I'll support you into Bulgaria then.",False,True,russia,austria,1175,46,Fall,1902,6,1,"austria, russia",9
why didn't you take con?,True,True,austria,russia,1176,47,Fall,1902,5,-1,"austria, russia",9
Because I didn't have the chance to change my orders and was in full panic mode about you betraying me when I wrote them.,True,True,russia,austria,1177,48,Fall,1902,6,1,"austria, russia",9
ah well.  i didn't get to edit my orders either,True,True,austria,russia,1179,49,Fall,1902,5,-1,"austria, russia",9
i didnt realize he was going to adjusticate so quickly,True,True,austria,russia,1180,50,Fall,1902,5,-1,"austria, russia",9
i was trying to adjust my orders after i saw your message,True,True,austria,russia,1181,51,Fall,1902,5,-1,"austria, russia",9
ah well. i need to go to bed.  im too tired for this. good night,True,True,austria,russia,1182,52,Fall,1902,5,-1,"austria, russia",9
Sleep well,True,True,russia,austria,1183,53,Winter,1902,7,3,"austria, russia",9
"Hey, I can get the Italians to back off of Tyrolia if you disband the fleet in the Adriatic instead of the one in Albania. They need to fight the French off and their move into Greece and Tyrolia was something that was going to be called off if last night's adjudication hadn't happened so damn fast.",True,False,russia,austria,1209,54,Winter,1902,7,3,"austria, russia",9
"Hey Austria, just dropping in to say hello. Our paths probably won’t cross for a while, but may I suggest you attack Russia? I think an Austria-turkey alliance would work well, since I’ve seen *WAY* to many games where Russia is left to their own devices and all of the sudden have half the board. Anyways, good luck and have fun!",True,True,england,austria,10,0,Spring,1901,3,0,"austria, england",9
I wish you luck as well.  perhaps we can work together further into the game.,True,True,austria,england,185,1,Spring,1901,3,0,"austria, england",9
So.. what are you thinking about Russia? I would hate to see them run off with the game this early on... especially because turkey doesn't seem like the most competent player.,True,True,england,austria,495,2,Spring,1902,5,0,"austria, england",9
"I am honestly undecided.  Russia had a nice first turn, but we also agreed on a good neutral territory and that promise was kept so.. I like people who are trustworthy",True,True,austria,england,561,3,Spring,1902,5,0,"austria, england",9
Hey there neighbor,True,True,turkey,austria,3,0,Spring,1901,3,0,"austria, turkey",9
Thoughts on how we want to split the Balkans?,True,True,turkey,austria,4,1,Spring,1901,3,0,"austria, turkey",9
Hello there yourself,True,True,austria,turkey,7,2,Spring,1901,3,0,"austria, turkey",9
what are your thoughts?  I haven't spoken to anyone else yet so. I am open to ideas before that.  We would most certainly need to deal with Russia sooner rather than later,True,True,austria,turkey,8,3,Spring,1901,3,0,"austria, turkey",9
Agreed -- I'd rather deal with Russia from the get go as well. Have you heard anything from Italy tho? I'm kind of worried of committing north if they're an unknown quantity,True,True,turkey,austria,37,4,Spring,1901,3,0,"austria, turkey",9
All I have heard from Italy thus far is they don't want to fight so... hopefully that is the case,True,True,austria,turkey,180,5,Spring,1901,3,0,"austria, turkey",9
"yea, hopefully -- my hands are kinda tied until they commit somewhere tho, so I'll probably be playing pretty neutral too",False,NOANNOTATION,turkey,austria,219,6,Spring,1901,3,0,"austria, turkey",9
"Italy also mentioned they were interested in going for Greece, so might be best to go there with support just in case ya",True,True,turkey,austria,237,7,Fall,1901,3,0,"austria, turkey",9
I appreciate the heads up.  why didn't you move your army in Smyr up?,True,True,austria,turkey,340,8,Fall,1901,3,0,"austria, turkey",9
"This setup is better for fending off Italy if they come my way, and I also have the option of going to Arm this turn",True,NOANNOTATION,turkey,austria,357,9,Fall,1901,3,0,"austria, turkey",9
So what's the plan now?,True,True,turkey,austria,540,10,Spring,1902,4,-1,"austria, turkey",9
I am not sure. things are certainly a lot tighter.  And it is more difficult since you didn't move your army up earlier. what ideas do you have?,True,True,austria,turkey,680,11,Spring,1902,5,1,"austria, turkey",9
Hey... haven't heard from you. I would like to make some plans for movement,True,True,austria,turkey,681,12,Spring,1902,5,1,"austria, turkey",9
"Sorry, your messages just came though for some reason",True,True,turkey,austria,682,13,Spring,1902,4,-1,"austria, turkey",9
we could coordinate an attack on Rum while I deploy my fleets towards Italy perhaps?,False,True,turkey,austria,683,14,Spring,1902,4,-1,"austria, turkey",9
just so you know. I think we should be working against Russia.  Apparently you let him know that you would let him into the black sea which he is talking to me about taking advantage of... if you help me into rum we should be able to get you into sevestapol in the fall,True,True,austria,turkey,684,15,Spring,1902,5,1,"austria, turkey",9
I agree -- I figured getting into sev could be easier if he thinks he can move his fleet,False,True,turkey,austria,685,16,Spring,1902,4,-1,"austria, turkey",9
"I currently have my orders supporting Ser, unless you want to go with Bud instead?",False,True,turkey,austria,686,17,Spring,1902,4,-1,"austria, turkey",9
i told russia i would help him take con in fall if he helps me take bulgaria in spring,True,True,austria,turkey,691,18,Spring,1902,5,1,"austria, turkey",9
i think that would work right?,True,True,austria,turkey,692,19,Spring,1902,5,1,"austria, turkey",9
if you move fleet smy into con and con into ank i think he would be able to stop us from getting you into sevastapol,True,True,austria,turkey,693,20,Spring,1902,5,1,"austria, turkey",9
I would prefer budapest,True,True,austria,turkey,694,21,Spring,1902,5,1,"austria, turkey",9
if he believes me then that could work really well for us.,True,True,austria,turkey,695,22,Spring,1902,5,1,"austria, turkey",9
"Alright, sounds like a plan then",False,True,turkey,austria,696,23,Spring,1902,4,-1,"austria, turkey",9
cool.  I think this could work out really well,True,True,austria,turkey,697,24,Spring,1902,5,1,"austria, turkey",9
"Sorry I had to lead you along like that -- I wasn't sure if you'd go along with this plan, but now Russia trusts me so we can definitely get into rum and sev and they won't have time to retaliate with the fleet in Bla",False,True,turkey,austria,710,25,Fall,1902,4,-1,"austria, turkey",9
"dude. I don't think you get how this works.  There is zero reason for me to trust you now, and you gave up a great opportunity to hurt a difficult to deal with country.  plus you gave up the black sea which lets him threaten Con and Ank.",True,True,austria,turkey,867,26,Fall,1902,5,1,"austria, turkey",9
"one thing i will say is you can probably take sevestapol if you want it... i think he trusts you pretty much completely.  i don't know his plans now, but before this past turn his entire plans was to work with me to take you out so... i would be warry that he we take territory from you",True,True,austria,turkey,868,27,Fall,1902,5,1,"austria, turkey",9
"I am a bit new at this stuff, sorry",False,True,turkey,austria,877,28,Fall,1902,4,-1,"austria, turkey",9
"Greetings, Austria!

We don't have any immediate discussion points, but thought I would check in with you since it can be dangerous for me if Austria collapses early, and that is a serious risk if Austria is a newbie (not sure if you are).

Suggest that you get Germany on your side early. They will be dangerously exposed if you struggle early. You should ask them to send F Kiel - Denmark with the message to Russia that if he attacks you (with A Warsaw - Galicia instead of Ukraine), he will block them out of Sweden.

Good luck, and have fun!",True,True,france,austria,60,0,Spring,1901,3,0,"austria, france",9
Greetings to you as well.  I wish you luck and I will certainly keep all of that in mind,True,True,austria,france,196,1,Spring,1901,3,0,"austria, france",9
Seems like year one went well for you! Have both Greece and Serbia in the bag! How are your feelings on Italy?,True,True,france,austria,245,2,Fall,1901,3,0,"austria, france",9
I am friendly with them thus far.  I am open to discussion in general about how we might be able to work together.,True,True,austria,france,342,3,Fall,1901,3,0,"austria, france",9
Haha I'm sure Turkey would be very alarmed to hear that,True,True,france,austria,431,4,Winter,1901,5,0,"austria, france",9
"Still though, you seem well placed!",True,True,france,austria,432,5,Winter,1901,5,0,"austria, france",9
Well. I started off friendly with both of them.  haven't exactly figured out what I am going to do yet as I am still waiting to hear from both of them at the moment.  What is your relationship with Italy like at the moment?,True,True,austria,france,669,6,Spring,1902,5,0,"austria, france",9
"There's been some tension as Italy is concerned about my presence in the Mediterranean. However, it seems to be mostly defused. I would prefer to keep things cordial for now",True,False,france,austria,670,7,Spring,1902,5,0,"austria, france",9
"If you would be interested in a joint attack, I might change my mind and join, but I am also happy to stand by if you see them as an ally",True,True,france,austria,727,8,Fall,1902,5,0,"austria, france",9
lets see where things lie at the end of this year.,True,True,austria,france,846,9,Fall,1902,5,0,"austria, france",9
"Sure, that's reasonable. I think it will be an interesting year",True,NOANNOTATION,france,austria,886,10,Fall,1902,5,0,"austria, france",9
"Okay, Italy predicted my move to Tuscany, but yyou've been stabbed by Italy as well",True,True,france,austria,1237,11,Winter,1902,5,1,"austria, france",9
They'll probably build in Venetia and try to hit Trieste,True,True,france,austria,1238,12,Winter,1902,5,1,"austria, france",9
Would you be willing to support me into Venice?,True,True,france,austria,1239,13,Winter,1902,5,1,"austria, france",9
probably.  I messed up big time with some crappy communication and then last minute moves.  I think I much prefer playing this game in person then over the computer,True,True,austria,france,1282,14,Spring,1903,4,-1,"austria, france",9
The dynamic is definitely very different.  Typically misorders are rarer playing on line - which also makes them costlier,True,NOANNOTATION,france,austria,1283,15,Spring,1903,5,1,"austria, france",9
"Hey Russia, looking forward to a great game 🙃. I think we should discuss Scandinavia 😉 and how to split it up. I’m not interested in attacking you, at least for a while. Hopefully you feel the same way. Anyways, good luck and have fun!",False,False,england,russia,12,0,Spring,1901,3,-1,"russia, england",9
Always good to discuss things in advance to avoid unnecessary nonsense. I'm not particularly interested in Norway so long as you're not interested in Sweden.,True,True,russia,england,14,1,Spring,1901,4,1,"russia, england",9
Sounds good,True,True,england,russia,15,2,Spring,1901,3,-1,"russia, england",9
That was a hell of a bluff you must have pulled to put that army in the Netherlands,True,True,russia,england,381,3,Winter,1901,6,1,"russia, england",9
Thanks 😊.,True,True,england,russia,382,4,Winter,1901,5,-1,"russia, england",9
So I'm guessing you plan on hitting the Germans then? Need help with that?,True,True,russia,england,383,5,Winter,1901,6,1,"russia, england",9
"Well... I suppose I could let you have/help with Berlin, but don’t build any fleets",False,True,england,russia,385,6,Winter,1901,5,-1,"russia, england",9
That's asking a whole lot considering how the Britain/Russia paradigm often ends.,True,True,russia,england,387,7,Winter,1901,6,1,"russia, england",9
"I would like to focus all my attention on Germany, which could leave me a bit exposed. You don’t seem to be meeting all to much resistance over there, and I really don’t want to be attacked from you. I am not interested in attacking you as I have my hands full with Germany, and making sure France doesn’t turn",False,True,england,russia,389,8,Winter,1901,5,-1,"russia, england",9
"I definitely understand that, and I trust you, but it's better to trust and *also* verify.",False,True,russia,england,395,9,Winter,1901,6,1,"russia, england",9
Verify... how?,True,True,england,russia,399,10,Winter,1901,5,-1,"russia, england",9
"By making it harder for you to simply walk into St. Petersburg with no consequences, if you chose to do that.",True,True,russia,england,400,11,Winter,1901,6,1,"russia, england",9
Do you think perhaps the French intended to build the opposite things in opposite places? It seems an odd choice to do what they did there.,True,True,russia,england,517,12,Spring,1902,6,1,"russia, england",9
Agreed...,True,True,england,russia,525,13,Spring,1902,5,-1,"russia, england",9
Either that or they're up to something very squirrely.,True,True,russia,england,529,14,Spring,1902,6,1,"russia, england",9
This turn's going to be quite a weird one isn't it?,True,True,russia,england,1011,15,Fall,1902,6,1,"russia, england",9
I suppose. Any way I can persuade you to give me my supply center back?,True,True,england,russia,1012,16,Fall,1902,5,-1,"russia, england",9
"Considering you tried to land an army, clearly aiming to overpower first St. Petersburg and then Sweden and so on and so forth, I would rather not if I'm honest. It pains me to see that I guessed correctly that you'd try to launch an offensive, but I'm not fool enough to step aside and let it happen now that I know. No offense.

You could likely walk into Belgium though, considering the Germans and French have talked (Partly through me, which was weird tbh) and agreed that the Germans will walk out, and the French will occupy it with a single unit; you could overpower that easily. I doubt that's part of your plan though all things considered.",True,True,russia,england,1014,17,Fall,1902,6,1,"russia, england",9
"You sure? France said they were going to support themselves in and, so far they have been 100% honest with me. I totally understand you not giving me Norway back, I would probably do the same. But... what if I did something for you in return? I could support you into Denmark. Frankly, I would rather you have it then them. This would be, of course, provided you give me Norway back.",False,True,england,russia,1017,18,Fall,1902,5,-1,"russia, england",9
"I'm just telling you what they told me dawg.

And I'm afraid that for defensive purposes, relinquishing Norway at this point isn't really an option. I can assist you in taking Denmark, and possibly Kiel so long as I get Berlin, but Norway is too vital. I'd need you to get out of the Barents first of course.",True,True,russia,england,1021,19,Fall,1902,6,1,"russia, england",9
"If I keep attacking Norway, it's really going to gridlock you.",True,True,england,russia,1023,20,Fall,1902,5,-1,"russia, england",9
"If I keep talking to the French and they see you bouncing off of Norway season after season, do you think they might start seeing my point of view?",True,NOANNOTATION,russia,england,1024,21,Fall,1902,6,1,"russia, england",9
"I don't want to, it's bad for me too. Especially if what you said is true, I'm going to lose two centers this turn",True,True,england,russia,1028,22,Fall,1902,5,-1,"russia, england",9
"I'd prefer to take that army elsewhere. Neither of us gains much of anything by being enemies but the more time passes with your fleets so far away from Liverpool, the more the French might see you as an easy target. If you have to deconstruct two units this turn you'd have a hard time stopping them too. That's just my personal take though.",True,True,russia,england,1031,23,Fall,1902,6,1,"russia, england",9
"No, I'm worried about france too. Why do you care about how well I do?",True,True,england,russia,1032,24,Fall,1902,5,-1,"russia, england",9
"Lol france is asking for me to support into Munich AND belgium, leaving me at 3, them at 7, and liverpool exposed.",True,True,england,russia,1036,25,Fall,1902,5,-1,"russia, england",9
"I'd rather have more troops in the south. Things are getting weird. I also think that France is using you; every time I talk to them they're very lukewarm on the topic of you, furthermore, with them fighting the Germans and soon to be the Italians, they'd be an easy target if you moved fast enough. I think if you talked to the Germans they'd be more than willing to discuss.",True,True,russia,england,1039,26,Fall,1902,6,1,"russia, england",9
"Also lmao that'd be a disgustingly arrogant deal for them to offer, I almost don't believe you.",True,True,russia,england,1040,27,Fall,1902,6,1,"russia, england",9
"I stabbed germany with holland, they don't like/trust me. I do get the sense france is trying to use me.",True,True,england,russia,1041,28,Fall,1902,5,-1,"russia, england",9
"No, I'm serious. I tried explaining how stupid that was to them and they were like ""Munich is really importand for France, and from there I could support you into Kiel/Berlin.",True,True,england,russia,1043,29,Fall,1902,5,-1,"russia, england",9
"I think that if you earnestly offered, and proved your willingness to work with the Germans by pulling off of them for a season, that they'd be all too willing to pivot to the French, personally.",True,True,russia,england,1044,30,Fall,1902,6,1,"russia, england",9
"That's a set up to build a fleet in Brest to pick you off solo, I can almost guarantee it.",True,True,russia,england,1045,31,Fall,1902,6,1,"russia, england",9
"Or, it's just russia trying to persuade enland to attack France, who he doesn't want to see becoming to powerfull 😉",True,True,england,russia,1046,32,Fall,1902,5,-1,"russia, england",9
"Lol I'm allowed to have ulterior motives aren't I? I admit that that would be a good outcome, but just speaking honestly and frankly, you have no chance of stopping a French solo if all goes wrong for you this turn, how long will it take before they see you as liability that they can't afford? I'm just offering options aside from that, because tbh that's always a depressing outcome for the English.",True,True,russia,england,1047,33,Fall,1902,6,1,"russia, england",9
"The Entente is a powerful alliance for France, but it's never more than a silver medal for the English.",True,NOANNOTATION,russia,england,1049,34,Fall,1902,6,1,"russia, england",9
ok. Support me into Denmark this turn and we have a deal,True,True,england,russia,1050,35,Fall,1902,5,-1,"russia, england",9
Ill attack them,True,True,england,russia,1051,36,Fall,1902,5,-1,"russia, england",9
"I want a season of you backing away from St. Petersburg first. Again, no offense, but if I say ""yes"" to that and you believe me, it's a golden opportunity to take Norway back for you, and I don't know that you'd pass it up.",True,True,russia,england,1056,37,Fall,1902,6,1,"russia, england",9
"If you're being honest, your fleet has nothing to do in the Barents anyways",True,NOANNOTATION,russia,england,1058,38,Fall,1902,6,1,"russia, england",9
I still want to do an agreement where I get norway and you get Denmark.,True,True,england,russia,1060,39,Fall,1902,5,-1,"russia, england",9
Barents would move to Norway,True,True,england,russia,1061,40,Fall,1902,5,-1,"russia, england",9
"Alright, you have yourself a deal. If you're lying though, it's back to basics.",False,True,russia,england,1066,41,Fall,1902,6,1,"russia, england",9
I'd prefer we exchange those at a later date though.,False,True,russia,england,1067,42,Fall,1902,6,1,"russia, england",9
"I... really need supply centers. Let me talk to france and germany, and I'll let you know in a bit what the plan is.",True,True,england,russia,1069,43,Fall,1902,5,-1,"russia, england",9
"If Barents is gone, Nwy isn't a threat. in fact, I am a bit worried that you won't hold your word, and even if you do, Nwy will be easy for you to get with Sweden and Stp",True,False,england,russia,1071,44,Fall,1902,5,-1,"russia, england",9
"If Barents is gone it's 3 v 3 and I wouldn't be able to get back in if I wanted to, you'd still have the North Sea and Norwegian Sea.",True,NOANNOTATION,russia,england,1078,45,Fall,1902,6,1,"russia, england",9
"Well, barring the Germans, but they're about to lose 2 supply centers so not much to fear there.",False,NOANNOTATION,russia,england,1080,46,Fall,1902,6,1,"russia, england",9
"No, i need fleet Nth for many things, and won't always support norway",True,True,england,russia,1082,47,Fall,1902,5,-1,"russia, england",9
"Well that just means you'll have to trust me as much as I'm having to trust you with this move, eh?",False,NOANNOTATION,russia,england,1083,48,Fall,1902,6,1,"russia, england",9
Yeee,True,True,england,russia,1085,49,Fall,1902,5,-1,"russia, england",9
"Besides, part of you moving away from the Barents is that I want to be able to move that army goddamnit, lol",True,True,russia,england,1087,50,Fall,1902,6,1,"russia, england",9
huh?,True,True,england,russia,1088,51,Fall,1902,5,-1,"russia, england",9
The army in St. Petersburg. St. Petersburg is perhaps the last place I want to have it.,True,True,russia,england,1089,52,Fall,1902,6,1,"russia, england",9
Right.... where *is* norway going?,True,True,england,russia,1090,53,Fall,1902,5,-1,"russia, england",9
Army Stp can't move into the barents...,True,True,england,russia,1091,54,Fall,1902,5,-1,"russia, england",9
Unless you invented submarines,True,True,england,russia,1092,55,Fall,1902,5,-1,"russia, england",9
"St. Petersburg of course. It's not got much else to go to. I'm proposing BAR as a sort of demilitarized zone; the reason I want the army out of St. Petersburg isn't so I can build there, it's so that it can go help in the south.",True,NOANNOTATION,russia,england,1094,56,Fall,1902,6,1,"russia, england",9
"Moscow, Warsaw, and Sevastapol are all further south than Stp...",True,True,england,russia,1096,57,Fall,1902,5,-1,"russia, england",9
"You are correct, and that's why I want the army to go down there to help out silly head. Not sure where the confusion stems from.",True,True,russia,england,1098,58,Fall,1902,6,1,"russia, england",9
"""the reason I want the army out of St. Petersburg isn't so I can build there"". Build in Stp = fleets to attack england",True,True,england,russia,1099,59,Fall,1902,5,-1,"russia, england",9
"OH SHOOT, you said ""isn't"" I thought you said ""is""",True,True,england,russia,1100,60,Fall,1902,5,-1,"russia, england",9
lmao,True,True,england,russia,1101,61,Fall,1902,5,-1,"russia, england",9
"Yeah lol, no worries, that shit happens to me all the time.",True,True,russia,england,1102,62,Fall,1902,6,1,"russia, england",9
"Wait, so do you want to do the norway + denmark thing this turn?",True,True,england,russia,1103,63,Fall,1902,5,-1,"russia, england",9
That is correct.,True,True,russia,england,1104,64,Fall,1902,6,1,"russia, england",9
k,True,True,england,russia,1105,65,Fall,1902,5,-1,"russia, england",9
"I'd prefer to have that buffer period where you move away, but you seem adamant on that.",True,True,russia,england,1106,66,Fall,1902,6,1,"russia, england",9
"Well, I'm moving away at the same time. It's up to you if you leave Stp there for a turn or not.",True,True,england,russia,1107,67,Fall,1902,5,-1,"russia, england",9
Where is Nwy going?,True,False,england,russia,1108,68,Fall,1902,5,-1,"russia, england",9
"Well yes, the big concern is whether or not you'll actually support me into Denmark; have your cake and eat it too sort of situation.",False,True,russia,england,1109,69,Fall,1902,6,1,"russia, england",9
this move does kinda require a lot of trust,True,True,england,russia,1110,70,Fall,1902,5,-1,"russia, england",9
I suppose it'd go to Sweden first before heading off to St. Petersburg.,True,NOANNOTATION,russia,england,1111,71,Fall,1902,6,1,"russia, england",9
Either that or swoop down to the Baltic,True,True,russia,england,1112,72,Fall,1902,6,1,"russia, england",9
"Ok, I'm going to be 100% honest hear. Its a huge pain in my ass to support you into denmark this turn. I don't want to lose you as an ally. Can we do it next turn?",True,False,england,russia,1113,73,Fall,1902,5,-1,"russia, england",9
"Also I gtg pretty soon, but ill be back withing 1.5 hrs",True,True,england,russia,1114,74,Fall,1902,5,-1,"russia, england",9
"If we don't do denmark this turn, we don't have to do norway this turn, but I would really appreciate it as I need the centers, and also it would be getting out of the Baltic. I don't think I'm going to be able to get out of there otherwise, as I'm not sure my move from NWG to NTH will go through",True,True,england,russia,1115,75,Fall,1902,5,-1,"russia, england",9
"I don't know if I'm going to be losing a supply center in the south this turn, I can't afford to not gain one to compensate, you know how it is. Sorry but I really need Denmark if I'm losing Norway",True,NOANNOTATION,russia,england,1116,76,Fall,1902,6,1,"russia, england",9
"Alright, that's reasonable to me.",True,NOANNOTATION,russia,england,1117,77,Fall,1902,6,1,"russia, england",9
Not doing the trade this turn I mean,True,NOANNOTATION,russia,england,1118,78,Fall,1902,6,1,"russia, england",9
Then you not losing a center!,True,True,england,russia,1119,79,Fall,1902,5,-1,"russia, england",9
It seems as if you are controlling turkey. They are a stupid player and you can steal a center with them.,True,True,england,russia,1120,80,Fall,1902,5,-1,"russia, england",9
"I know that's optimistic, but it's worth a try.",True,True,england,russia,1121,81,Fall,1902,5,-1,"russia, england",9
🧙‍♂️,True,True,england,russia,1122,82,Fall,1902,5,-1,"russia, england",9
"God if only you knew how complicated things are down there. For every message doing legwork up here I'm sending two down there, either to the Italians, the Turks, or the Austrians. I definitely can't afford to make an enemy of the Turks right now in any case.",True,True,russia,england,1123,83,Fall,1902,6,1,"russia, england",9
😤 fine,True,True,england,russia,1124,84,Fall,1902,5,-1,"russia, england",9
"For all the nail biting I'm doing in the north, I'm like that gif of Jordan Peele from Key and Peele sweating up a storm in the south, lol",True,NOANNOTATION,russia,england,1125,85,Fall,1902,6,1,"russia, england",9
"HOLD UP, russia. your not losing a center. I already owned Norway.",True,True,england,russia,1149,86,Fall,1902,5,-1,"russia, england",9
"I said ""Losing one in the south"" not losing one overall, if I were to give Norway AND then lose a center in the south however, I would be at -1, and have to disband.",True,True,russia,england,1151,87,Fall,1902,6,1,"russia, england",9
